transaction_id,invoice_id,buyer_id,seller_id,crop,crop_category,quantity_kg,price_per_kg,invoice_amount,procurement_date,delivery_date,payment_due_date,actual_payment_date,payment_status,amount_paid,outstanding_amount,days_past_due,order_status,quantity_ordered,quantity_delivered,quality_accepted,quality_dispute,transaction_dispute,cancelled,partial_payment,digital_passport_verified,dispatch_verified,receiving_verified,invoice_verified,payment_verified,buyer_location,seller_location,transport_distance_km,expected_shelf_life_days,crop_perishability_score,market_price_at_procurement,expected_sale_price,actual_sale_price,downstream_sale_date,created_at,updated_at,next_cycle_30dpd
TXN_0003408,INV_0003408,BUYER_0117,SELLER_01189,Rice,grain,3326.69,19.31,64225.28,2023-12-04,2023-12-04,2023-12-11,2023-12-30,PAID,64225.28,0,19,COMPLETED,3326.69,3154.6,True,False,False,False,False,True,False,True,True,False,REGION_9,REGION_11,65.4,150,0.2,19.52,21.24,22.0,2023-12-10,2023-12-04,2023-12-30,0
TXN_0004946,INV_0004946,BUYER_0279,SELLER_01023,Tomato,vegetable,1708.42,17.3,29561.9,2023-12-04,2023-12-04,2023-12-11,2024-01-02,PAID,29561.9,0,22,COMPLETED,1708.42,1650.26,True,False,False,False,False,False,True,False,True,True,REGION_3,REGION_4,151.3,8,0.9,16.14,19.03,18.83,2023-12-10,2023-12-04,2024-01-02,0
TXN_0002538,INV_0002538,BUYER_0358,SELLER_00806,Potato,vegetable,1483.77,68.73,101976.66,2023-12-04,2023-12-05,2023-12-11,2023-12-25,PAID,101976.66,0,14,COMPLETED,1483.77,1372.18,True,False,False,False,False,False,False,False,True,True,REGION_10,REGION_7,52.5,50,0.4,69.18,75.6,79.95,2023-12-10,2023-12-04,2023-12-25,0
TXN_0002869,INV_0002869,BUYER_0243,SELLER_00521,Mango,fruit,1447.37,33.61,48643.96,2023-12-04,2023-12-05,2023-12-11,2023-12-24,PAID,48643.96,0,13,COMPLETED,1447.37,1329.15,False,True,False,False,False,True,False,False,False,True,REGION_3,REGION_3,43.1,12,0.8,36.57,36.97,31.89,2023-12-09,2023-12-04,2023-12-24,0
TXN_0004109,INV_0004109,BUYER_0190,SELLER_00938,Chilli,spice,382.97,45.12,17278.48,2023-12-04,2023-12-06,2023-12-11,2023-12-16,PAID,17278.48,0,5,COMPLETED,382.97,371.17,True,False,False,False,False,True,True,True,True,True,REGION_10,REGION_11,62.5,90,0.35,45.56,49.63,47.38,2023-12-11,2023-12-04,2023-12-16,0
TXN_0004166,INV_0004166,BUYER_0357,SELLER_01161,Wheat,grain,413.84,25.45,10533.16,2023-12-05,2023-12-06,2023-12-12,2023-12-31,PAID,10533.16,0,19,COMPLETED,413.84,376.69,True,False,False,False,False,True,False,True,True,True,REGION_9,REGION_1,45.7,180,0.15,26.15,28.0,29.54,2023-12-12,2023-12-05,2023-12-31,0
TXN_0002709,INV_0002709,BUYER_0237,SELLER_01569,Banana,fruit,355.01,41.98,14901.97,2023-12-05,2023-12-06,2023-12-12,2023-12-25,PAID,14901.97,0,13,COMPLETED,355.01,322.51,True,False,False,False,False,True,False,True,True,False,REGION_9,REGION_1,73.8,10,0.75,42.79,46.17,40.33,2023-12-08,2023-12-05,2023-12-25,0
TXN_0001314,INV_0001314,BUYER_0284,SELLER_01210,Rice,grain,1244.84,74.27,92460.49,2023-12-05,2023-12-05,2023-12-12,2023-12-21,PAID,92460.49,0,9,COMPLETED,1244.84,1136.19,False,True,True,False,False,True,True,True,False,True,REGION_8,REGION_3,177.2,150,0.2,76.94,81.7,86.06,2023-12-07,2023-12-05,2023-12-21,0
TXN_0002579,INV_0002579,BUYER_0377,SELLER_00003,Banana,fruit,338.3,74.22,25109.92,2023-12-05,2023-12-07,2023-12-12,2023-12-21,PAID,25109.92,0,9,COMPLETED,338.3,324.92,True,False,False,False,False,True,False,True,True,True,REGION_5,REGION_3,94.4,10,0.75,80.89,81.65,83.46,2023-12-08,2023-12-05,2023-12-21,0
TXN_0000266,INV_0000266,BUYER_0020,SELLER_00996,Potato,vegetable,1185.96,54.37,64480.03,2023-12-05,2023-12-07,2023-12-12,2023-12-25,PAID,64480.03,0,13,COMPLETED,1185.96,1083.16,False,True,False,False,False,True,True,True,True,True,REGION_8,REGION_9,104.7,50,0.4,53.87,59.81,57.39,2023-12-07,2023-12-05,2023-12-25,0
TXN_0003096,INV_0003096,BUYER_0084,SELLER_01593,Chilli,spice,1980.16,47.79,94637.02,2023-12-05,2023-12-05,2023-12-12,2023-12-16,PAID,94637.02,0,4,COMPLETED,1980.16,1821.95,True,False,False,False,False,False,True,True,True,True,REGION_0,REGION_11,138.1,90,0.35,47.01,52.57,47.88,2023-12-09,2023-12-05,2023-12-16,0
TXN_0001788,INV_0001788,BUYER_0131,SELLER_00013,Banana,fruit,539.42,81.57,44000.27,2023-12-05,2023-12-05,2023-12-12,2023-12-25,PAID,44000.27,0,13,COMPLETED,539.42,523.31,True,False,False,False,False,True,True,True,False,True,REGION_11,REGION_0,44.6,10,0.75,76.92,89.73,94.77,2023-12-09,2023-12-05,2023-12-25,0
TXN_0002461,INV_0002461,BUYER_0294,SELLER_00929,Rice,grain,473.21,71.5,33835.69,2023-12-06,2023-12-06,2023-12-13,2024-01-03,PAID,33835.69,0,21,COMPLETED,473.21,462.44,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_8,98.0,150,0.2,68.55,78.65,74.11,2023-12-09,2023-12-06,2024-01-03,0
TXN_0005488,INV_0005488,BUYER_0301,SELLER_00644,Onion,vegetable,943.3,69.97,66004.46,2023-12-06,2023-12-08,2023-12-13,2023-12-22,PAID,66004.46,0,9,COMPLETED,943.3,922.41,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_3,116.9,45,0.45,63.54,76.97,75.1,2023-12-08,2023-12-06,2023-12-22,0
TXN_0000251,INV_0000251,BUYER_0119,SELLER_01042,Tomato,vegetable,101.19,66.66,6745.38,2023-12-06,2023-12-07,2023-12-13,2023-12-25,PAID,6745.38,0,12,COMPLETED,101.19,99.36,True,False,False,False,False,True,True,False,False,True,REGION_11,REGION_4,34.5,8,0.9,64.69,73.32,71.77,2023-12-11,2023-12-06,2023-12-25,0
TXN_0005011,INV_0005011,BUYER_0183,SELLER_00364,Wheat,grain,549.64,20.9,11489.75,2023-12-06,2023-12-08,2023-12-13,2023-12-18,PAID,11489.75,0,5,COMPLETED,549.64,501.24,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_5,92.7,180,0.15,21.61,22.99,25.65,2023-12-12,2023-12-06,2023-12-18,0
TXN_0002894,INV_0002894,BUYER_0240,SELLER_00290,Tomato,vegetable,741.25,70.73,52427.08,2023-12-06,2023-12-08,2023-12-13,2024-01-10,PAID,52427.08,0,28,COMPLETED,741.25,725.67,True,False,False,False,False,True,False,True,False,True,REGION_0,REGION_3,50.9,8,0.9,67.8,77.8,76.35,2023-12-12,2023-12-06,2024-01-10,0
TXN_0000276,INV_0000276,BUYER_0109,SELLER_00532,Chilli,spice,528.56,53.42,28235.99,2023-12-06,2023-12-07,2023-12-13,2023-12-28,PAID,28235.99,0,15,COMPLETED,528.56,519.09,True,False,False,False,False,True,False,False,False,True,REGION_1,REGION_0,105.9,90,0.35,55.12,58.76,59.8,2023-12-13,2023-12-06,2023-12-28,0
TXN_0004137,INV_0004137,BUYER_0356,SELLER_01080,Mango,fruit,551.58,25.28,13943.16,2023-12-06,2023-12-06,2023-12-13,2023-12-31,PAID,13943.16,0,18,COMPLETED,551.58,540.55,False,True,False,False,False,False,True,True,False,True,REGION_8,REGION_0,68.4,12,0.8,23.47,27.81,27.19,2023-12-10,2023-12-06,2023-12-31,0
TXN_0000813,INV_0000813,BUYER_0265,SELLER_01289,Chilli,spice,554.82,59.77,33163.24,2023-12-07,2023-12-07,2023-12-14,2023-12-20,PAID,33163.24,0,6,COMPLETED,554.82,506.26,True,False,False,False,False,False,True,True,True,True,REGION_1,REGION_2,59.9,90,0.35,57.61,65.75,67.07,2023-12-09,2023-12-07,2023-12-20,0
TXN_0005362,INV_0005362,BUYER_0332,SELLER_01546,Mango,fruit,1168.03,31.85,37198.8,2023-12-07,2023-12-09,2023-12-14,2024-01-10,PAID,37198.8,0,27,COMPLETED,1168.03,1150.52,False,True,True,False,False,True,True,True,True,False,REGION_8,REGION_7,82.0,12,0.8,31.58,35.03,33.35,2023-12-09,2023-12-07,2024-01-10,0
TXN_0005856,INV_0005856,BUYER_0081,SELLER_01343,Tomato,vegetable,915.28,17.67,16172.25,2023-12-07,2023-12-09,2023-12-14,2023-12-22,PAID,16172.25,0,8,COMPLETED,915.28,899.64,True,False,False,False,False,True,True,False,True,False,REGION_9,REGION_2,5.7,8,0.9,18.75,19.44,20.96,2023-12-11,2023-12-07,2023-12-22,0
TXN_0001038,INV_0001038,BUYER_0171,SELLER_01319,Chilli,spice,642.89,59.08,37982.3,2023-12-07,2023-12-08,2023-12-14,2024-01-24,PAID,37982.3,0,41,COMPLETED,642.89,595.95,True,False,False,False,False,True,True,True,False,True,REGION_3,REGION_1,143.6,90,0.35,58.19,64.99,60.89,2023-12-14,2023-12-07,2024-01-24,1
TXN_0005797,INV_0005797,BUYER_0344,SELLER_01501,Potato,vegetable,855.06,28.26,24161.79,2023-12-07,2023-12-08,2023-12-14,2023-12-30,PAID,24161.79,0,16,COMPLETED,855.06,809.73,True,False,False,False,False,False,True,True,True,True,REGION_8,REGION_9,123.6,50,0.4,29.81,31.08,29.35,2023-12-09,2023-12-07,2023-12-30,0
TXN_0005313,INV_0005313,BUYER_0265,SELLER_00320,Potato,vegetable,390.17,67.25,26240.79,2023-12-08,2023-12-10,2023-12-15,2023-12-28,PAID,26240.79,0,13,COMPLETED,390.17,370.34,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_8,57.2,50,0.4,66.1,73.98,77.65,2023-12-13,2023-12-08,2023-12-28,0
TXN_0000783,INV_0000783,BUYER_0351,SELLER_01238,Mango,fruit,265.37,70.37,18674.38,2023-12-08,2023-12-09,2023-12-15,2023-12-22,PAID,18674.38,0,7,COMPLETED,265.37,250.21,True,False,False,False,False,True,True,True,False,True,REGION_3,REGION_3,44.3,12,0.8,74.04,77.41,81.21,2023-12-10,2023-12-08,2023-12-22,0
TXN_0001887,INV_0001887,BUYER_0096,SELLER_01007,Mango,fruit,361.19,18.82,6796.32,2023-12-08,2023-12-08,2023-12-15,2023-12-19,PAID,6796.32,0,4,COMPLETED,361.19,341.16,True,False,False,False,False,True,True,False,False,True,REGION_0,REGION_7,61.7,12,0.8,19.52,20.7,18.74,2023-12-10,2023-12-08,2023-12-19,0
TXN_0001204,INV_0001204,BUYER_0331,SELLER_01314,Onion,vegetable,307.97,18.16,5593.48,2023-12-08,2023-12-08,2023-12-15,2023-12-20,PAID,5593.48,0,5,COMPLETED,307.97,278.45,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_10,20.3,45,0.45,17.77,19.98,20.08,2023-12-11,2023-12-08,2023-12-20,0
TXN_0003337,INV_0003337,BUYER_0298,SELLER_01018,Wheat,grain,261.1,33.05,8628.76,2023-12-08,2023-12-09,2023-12-15,2024-02-04,PAID,8628.76,0,51,COMPLETED,261.1,242.36,False,True,False,False,False,True,True,True,False,True,REGION_10,REGION_3,46.2,180,0.15,35.68,36.35,42.78,2023-12-10,2023-12-08,2024-02-04,1
TXN_0002438,INV_0002438,BUYER_0275,SELLER_01562,Potato,vegetable,313.07,72.38,22659.77,2023-12-08,2023-12-08,2023-12-15,2023-12-16,PAID,22659.77,0,1,COMPLETED,313.07,295.41,True,False,False,False,False,True,True,False,True,False,REGION_11,REGION_5,72.9,50,0.4,70.87,79.62,78.19,2023-12-11,2023-12-08,2023-12-16,0
TXN_0000045,INV_0000045,BUYER_0253,SELLER_00489,Chilli,spice,114.92,40.58,4663.29,2023-12-08,2023-12-08,2023-12-15,2023-12-17,PAID,4663.29,0,2,COMPLETED,114.92,111.74,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_11,131.4,90,0.35,40.5,44.64,51.1,2023-12-12,2023-12-08,2023-12-17,0
TXN_0004852,INV_0004852,BUYER_0053,SELLER_00813,Mango,fruit,541.33,30.59,16557.62,2023-12-09,2023-12-09,2023-12-16,2024-01-10,PAID,16557.62,0,25,COMPLETED,541.33,523.11,True,False,False,False,False,False,True,True,True,True,REGION_5,REGION_11,100.0,12,0.8,28.81,33.65,33.98,2023-12-12,2023-12-09,2024-01-10,0
TXN_0003919,INV_0003919,BUYER_0002,SELLER_00158,Rice,grain,155.2,35.01,5434.22,2023-12-09,2023-12-10,2023-12-16,2024-01-08,PAID,5434.22,0,23,COMPLETED,155.2,140.29,True,False,False,False,False,True,True,False,True,True,REGION_2,REGION_5,85.8,150,0.2,35.9,38.52,43.44,2023-12-13,2023-12-09,2024-01-08,0
TXN_0005743,INV_0005743,BUYER_0218,SELLER_01157,Chilli,spice,589.01,18.84,11097.21,2023-12-09,2023-12-11,2023-12-16,2024-01-31,PAID,11097.21,0,46,COMPLETED,589.01,587.05,True,False,False,False,False,False,True,True,False,False,REGION_2,REGION_5,121.4,90,0.35,18.0,20.72,20.59,2023-12-12,2023-12-09,2024-01-31,1
TXN_0000510,INV_0000510,BUYER_0217,SELLER_01582,Tomato,vegetable,188.99,51.77,9783.84,2023-12-09,2023-12-10,2023-12-16,2023-12-17,PAID,9783.84,0,1,COMPLETED,188.99,180.05,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_9,94.2,8,0.9,51.81,56.95,51.21,2023-12-16,2023-12-09,2023-12-17,0
TXN_0005662,INV_0005662,BUYER_0288,SELLER_00177,Chilli,spice,1099.13,63.77,70094.0,2023-12-09,2023-12-09,2023-12-16,2024-01-02,PAID,70094.0,0,17,COMPLETED,1099.13,1032.78,True,False,False,False,False,True,True,True,True,True,REGION_0,REGION_7,61.5,90,0.35,62.83,70.15,64.2,2023-12-16,2023-12-09,2024-01-02,0
TXN_0001308,INV_0001308,BUYER_0206,SELLER_00780,Potato,vegetable,640.51,77.2,49447.91,2023-12-10,2023-12-10,2023-12-17,2023-12-21,PAID,49447.91,0,4,COMPLETED,640.51,590.67,True,False,False,False,False,True,True,True,True,False,REGION_2,REGION_8,20.2,50,0.4,83.24,84.92,85.13,2023-12-17,2023-12-10,2023-12-21,0
TXN_0002025,INV_0002025,BUYER_0301,SELLER_00258,Tomato,vegetable,976.2,22.18,21648.42,2023-12-10,2023-12-12,2023-12-17,2023-12-28,PAID,21648.42,0,11,COMPLETED,976.2,922.49,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_7,130.8,8,0.9,20.93,24.39,24.38,2023-12-12,2023-12-10,2023-12-28,0
TXN_0002296,INV_0002296,BUYER_0047,SELLER_00478,Banana,fruit,308.92,24.37,7527.49,2023-12-10,2023-12-11,2023-12-17,2023-12-23,PAID,7527.49,0,6,COMPLETED,308.92,295.63,True,False,False,False,False,True,True,True,True,False,REGION_11,REGION_7,101.5,10,0.75,25.07,26.8,25.63,2023-12-13,2023-12-10,2023-12-23,0
TXN_0005176,INV_0005176,BUYER_0283,SELLER_01379,Banana,fruit,1115.3,33.76,37657.03,2023-12-10,2023-12-11,2023-12-17,2023-12-19,PAID,37657.03,0,2,COMPLETED,1115.3,1070.35,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_10,23.6,10,0.75,36.72,37.14,42.94,2023-12-17,2023-12-10,2023-12-19,0
TXN_0003969,INV_0003969,BUYER_0112,SELLER_00142,Banana,fruit,227.26,67.8,15407.83,2023-12-10,2023-12-12,2023-12-17,2024-01-01,PAID,15407.83,0,15,COMPLETED,227.26,224.04,True,False,False,False,False,True,True,True,True,True,REGION_4,REGION_6,93.2,10,0.75,71.92,74.58,75.94,2023-12-14,2023-12-10,2024-01-01,0
TXN_0000394,INV_0000394,BUYER_0367,SELLER_01075,Wheat,grain,364.78,83.26,30370.32,2023-12-10,2023-12-12,2023-12-17,2024-01-07,PAID,30370.32,0,21,COMPLETED,364.78,342.6,True,False,False,False,False,True,True,True,False,True,REGION_7,REGION_6,70.9,180,0.15,82.96,91.58,87.56,2023-12-13,2023-12-10,2024-01-07,0
TXN_0005691,INV_0005691,BUYER_0183,SELLER_00845,Banana,fruit,915.96,62.81,57533.35,2023-12-10,2023-12-12,2023-12-17,2024-01-02,PAID,57533.35,0,16,COMPLETED,915.96,863.74,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_3,88.1,10,0.75,62.37,69.09,54.04,2023-12-13,2023-12-10,2024-01-02,0
TXN_0000568,INV_0000568,BUYER_0348,SELLER_01385,Chilli,spice,137.54,68.67,9445.42,2023-12-11,2023-12-12,2023-12-18,2023-12-31,PAID,9445.42,0,13,COMPLETED,137.54,133.6,True,False,False,False,False,True,False,True,True,True,REGION_0,REGION_5,15.0,90,0.35,68.78,75.54,77.37,2023-12-18,2023-12-11,2023-12-31,0
TXN_0004144,INV_0004144,BUYER_0325,SELLER_00003,Banana,fruit,917.51,82.25,75465.45,2023-12-12,2023-12-13,2023-12-19,2024-01-14,PAID,75465.45,0,26,COMPLETED,917.51,872.49,True,False,False,False,False,True,False,False,True,True,REGION_1,REGION_3,204.9,10,0.75,88.49,90.47,93.21,2023-12-14,2023-12-12,2024-01-14,0
TXN_0002333,INV_0002333,BUYER_0287,SELLER_01059,Wheat,grain,1727.73,32.04,55355.37,2023-12-12,2023-12-12,2023-12-19,2023-12-27,PAID,55355.37,0,8,COMPLETED,1727.73,1681.64,True,False,False,False,False,True,True,False,True,True,REGION_11,REGION_6,190.8,180,0.15,30.1,35.24,38.01,2023-12-15,2023-12-12,2023-12-27,0
TXN_0005440,INV_0005440,BUYER_0268,SELLER_01301,Onion,vegetable,875.14,25.84,22610.09,2023-12-12,2023-12-13,2023-12-19,2023-12-27,PAID,22610.09,0,8,COMPLETED,875.14,823.96,True,False,False,False,False,True,True,True,False,True,REGION_4,REGION_9,31.0,45,0.45,25.8,28.42,26.96,2023-12-15,2023-12-12,2023-12-27,0
TXN_0003720,INV_0003720,BUYER_0289,SELLER_00720,Potato,vegetable,423.45,79.75,33768.89,2023-12-12,2023-12-13,2023-12-19,2023-12-19,PAID,33768.89,0,0,COMPLETED,423.45,398.43,True,False,False,False,False,True,True,True,True,True,REGION_1,REGION_8,46.9,50,0.4,80.18,87.72,85.87,2023-12-18,2023-12-12,2023-12-19,0
TXN_0002937,INV_0002937,BUYER_0303,SELLER_01349,Mango,fruit,209.83,71.54,15010.71,2023-12-12,2023-12-12,2023-12-19,2024-01-04,PAID,15010.71,0,16,COMPLETED,209.83,195.38,True,False,False,False,False,False,True,False,True,True,REGION_3,REGION_2,72.9,12,0.8,77.24,78.69,72.65,2023-12-15,2023-12-12,2024-01-04,0
TXN_0005195,INV_0005195,BUYER_0380,SELLER_00519,Chilli,spice,902.85,43.82,39563.5,2023-12-12,2023-12-14,2023-12-19,2024-02-12,PAID,39563.5,0,55,COMPLETED,902.85,863.37,True,False,False,False,False,True,False,True,True,True,REGION_8,REGION_1,142.7,90,0.35,44.84,48.2,46.63,2023-12-19,2023-12-12,2024-02-12,1
TXN_0005595,INV_0005595,BUYER_0026,SELLER_00400,Onion,vegetable,467.93,63.81,29859.51,2023-12-12,2023-12-14,2023-12-19,2023-12-29,PAID,29859.51,0,10,COMPLETED,467.93,462.52,True,False,False,False,False,True,True,False,True,True,REGION_2,REGION_9,180.3,45,0.45,68.14,70.19,76.63,2023-12-18,2023-12-12,2023-12-29,0
TXN_0001129,INV_0001129,BUYER_0135,SELLER_01364,Wheat,grain,474.81,71.73,34058.49,2023-12-13,2023-12-15,2023-12-20,2023-12-20,PAID,34058.49,0,0,COMPLETED,474.81,441.9,True,False,False,False,False,True,False,True,True,True,REGION_3,REGION_3,103.0,180,0.15,71.7,78.9,77.34,2023-12-19,2023-12-13,2023-12-20,0
TXN_0004573,INV_0004573,BUYER_0242,SELLER_00981,Chilli,spice,634.8,31.34,19896.09,2023-12-13,2023-12-13,2023-12-20,2023-12-22,PAID,19896.09,0,2,COMPLETED,634.8,593.6,True,False,False,False,False,True,True,True,True,True,REGION_2,REGION_2,66.8,90,0.35,29.14,34.48,33.83,2023-12-18,2023-12-13,2023-12-22,0
TXN_0003031,INV_0003031,BUYER_0150,SELLER_00749,Tomato,vegetable,249.64,18.21,4546.39,2023-12-13,2023-12-13,2023-12-20,2024-01-03,PAID,4546.39,0,14,COMPLETED,249.64,246.85,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_4,148.7,8,0.9,17.85,20.03,22.86,2023-12-15,2023-12-13,2024-01-03,0
TXN_0003638,INV_0003638,BUYER_0127,SELLER_01362,Mango,fruit,107.84,38.67,4170.38,2023-12-13,2023-12-15,2023-12-20,2023-12-23,PAID,4170.38,0,3,COMPLETED,107.84,97.89,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_9,93.7,12,0.8,37.48,42.54,39.33,2023-12-18,2023-12-13,2023-12-23,0
TXN_0005950,INV_0005950,BUYER_0376,SELLER_00557,Mango,fruit,910.86,71.42,65050.78,2023-12-13,2023-12-14,2023-12-20,2024-01-04,PAID,65050.78,0,15,COMPLETED,910.86,860.92,True,False,False,False,False,True,False,True,False,True,REGION_4,REGION_5,50.6,12,0.8,72.1,78.56,80.27,2023-12-18,2023-12-13,2024-01-04,0
TXN_0001140,INV_0001140,BUYER_0114,SELLER_00177,Chilli,spice,866.31,67.22,58234.88,2023-12-13,2023-12-13,2023-12-20,2023-12-20,PAID,58234.88,0,0,COMPLETED,866.31,861.84,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_9,41.2,90,0.35,68.99,73.94,74.12,2023-12-15,2023-12-13,2023-12-20,0
TXN_0005975,INV_0005975,BUYER_0215,SELLER_00716,Chilli,spice,750.56,14.1,10583.14,2023-12-14,2023-12-16,2023-12-21,2024-01-13,PAID,10583.14,0,23,COMPLETED,750.56,749.39,True,False,False,False,False,True,False,True,True,False,REGION_11,REGION_1,104.2,90,0.35,14.08,15.51,17.63,2023-12-21,2023-12-14,2024-01-13,0
TXN_0004276,INV_0004276,BUYER_0030,SELLER_01406,Banana,fruit,357.4,78.7,28126.54,2023-12-14,2023-12-16,2023-12-21,2024-02-12,PAID,28126.54,0,53,COMPLETED,357.4,323.74,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_9,144.0,10,0.75,78.84,86.57,95.23,2023-12-16,2023-12-14,2024-02-12,1
TXN_0001414,INV_0001414,BUYER_0186,SELLER_01118,Chilli,spice,312.88,25.17,7875.4,2023-12-14,2023-12-15,2023-12-21,2024-01-05,PAID,7875.4,0,15,COMPLETED,312.88,288.95,True,False,False,False,False,True,True,False,False,False,REGION_6,REGION_3,196.4,90,0.35,24.82,27.69,30.12,2023-12-18,2023-12-14,2024-01-05,0
TXN_0000777,INV_0000777,BUYER_0040,SELLER_00981,Rice,grain,980.89,34.49,33831.91,2023-12-14,2023-12-16,2023-12-21,2023-12-30,PAID,33831.91,0,9,COMPLETED,980.89,967.21,False,True,True,False,False,True,True,True,True,False,REGION_4,REGION_1,76.5,150,0.2,35.68,37.94,31.88,2023-12-21,2023-12-14,2023-12-30,0
TXN_0002607,INV_0002607,BUYER_0264,SELLER_01173,Chilli,spice,175.45,68.33,11989.06,2023-12-15,2023-12-15,2023-12-22,2023-12-29,PAID,11989.06,0,7,COMPLETED,175.45,167.66,True,False,False,False,False,True,True,True,True,True,REGION_0,REGION_3,32.4,90,0.35,67.01,75.17,72.03,2023-12-19,2023-12-15,2023-12-29,0
TXN_0002917,INV_0002917,BUYER_0247,SELLER_01299,Banana,fruit,305.56,49.92,15252.77,2023-12-15,2023-12-15,2023-12-22,2024-01-05,PAID,15252.77,0,14,COMPLETED,305.56,276.52,True,False,False,False,False,True,False,True,True,True,REGION_7,REGION_2,171.0,10,0.75,47.85,54.91,59.44,2023-12-17,2023-12-15,2024-01-05,0
TXN_0003407,INV_0003407,BUYER_0030,SELLER_00406,Onion,vegetable,129.78,82.04,10646.59,2023-12-15,2023-12-17,2023-12-22,2024-02-21,PAID,10646.59,0,61,COMPLETED,129.78,117.25,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_3,56.1,45,0.45,78.5,90.24,92.15,2023-12-20,2023-12-15,2024-02-21,1
TXN_0002901,INV_0002901,BUYER_0306,SELLER_00689,Tomato,vegetable,929.63,34.68,32235.57,2023-12-15,2023-12-16,2023-12-22,2023-12-31,PAID,32235.57,0,9,COMPLETED,929.63,916.82,True,False,False,False,False,True,True,True,True,False,REGION_6,REGION_1,124.5,8,0.9,35.97,38.14,38.11,2023-12-20,2023-12-15,2023-12-31,0
TXN_0005742,INV_0005742,BUYER_0273,SELLER_00877,Mango,fruit,204.84,61.7,12637.88,2023-12-15,2023-12-17,2023-12-22,2024-01-01,PAID,12637.88,0,10,COMPLETED,204.84,188.09,True,False,False,False,False,False,True,True,True,False,REGION_9,REGION_10,175.3,12,0.8,64.16,67.87,73.93,2023-12-21,2023-12-15,2024-01-01,0
TXN_0002632,INV_0002632,BUYER_0186,SELLER_00983,Onion,vegetable,594.5,69.72,41447.37,2023-12-16,2023-12-17,2023-12-23,2023-12-28,PAID,41447.37,0,5,COMPLETED,594.5,585.31,True,False,False,False,False,True,True,True,True,True,REGION_6,REGION_10,77.5,45,0.45,73.59,76.69,79.26,2023-12-19,2023-12-16,2023-12-28,0
TXN_0000733,INV_0000733,BUYER_0019,SELLER_01293,Tomato,vegetable,830.71,36.45,30280.46,2023-12-16,2023-12-16,2023-12-23,2024-01-11,PAID,30280.46,0,19,COMPLETED,830.71,818.61,True,False,False,False,False,True,True,True,True,True,REGION_7,REGION_7,321.0,8,0.9,34.61,40.1,43.66,2023-12-21,2023-12-16,2024-01-11,0
TXN_0003197,INV_0003197,BUYER_0087,SELLER_00871,Wheat,grain,427.38,48.38,20676.99,2023-12-16,2023-12-16,2023-12-23,2023-12-31,PAID,20676.99,0,8,COMPLETED,427.38,411.53,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_8,129.7,180,0.15,49.49,53.22,52.23,2023-12-18,2023-12-16,2023-12-31,0
TXN_0002011,INV_0002011,BUYER_0003,SELLER_00126,Chilli,spice,338.36,35.45,11995.03,2023-12-16,2023-12-16,2023-12-23,2024-02-18,PAID,11995.03,0,57,COMPLETED,338.36,323.13,True,False,False,False,False,True,False,True,False,True,REGION_3,REGION_2,33.9,90,0.35,37.47,39.0,43.91,2023-12-20,2023-12-16,2024-02-18,1
TXN_0005162,INV_0005162,BUYER_0106,SELLER_00056,Chilli,spice,257.91,68.26,17605.05,2023-12-16,2023-12-16,2023-12-23,2024-01-03,PAID,17605.05,0,11,COMPLETED,257.91,256.11,True,False,False,False,False,True,True,False,True,True,REGION_10,REGION_6,78.4,90,0.35,68.26,75.09,78.76,2023-12-23,2023-12-16,2024-01-03,0
TXN_0000574,INV_0000574,BUYER_0399,SELLER_01250,Mango,fruit,1056.04,48.74,51466.67,2023-12-17,2023-12-19,2023-12-24,2024-01-03,PAID,51466.67,0,10,COMPLETED,1056.04,1042.28,True,False,False,False,False,True,True,True,True,True,REGION_3,REGION_10,40.2,12,0.8,47.63,53.61,49.69,2023-12-22,2023-12-17,2024-01-03,0
TXN_0005722,INV_0005722,BUYER_0008,SELLER_00907,Onion,vegetable,279.5,62.8,17553.33,2023-12-17,2023-12-18,2023-12-24,2023-12-31,PAID,17553.33,0,7,COMPLETED,279.5,275.17,True,False,False,False,False,True,True,True,True,True,REGION_8,REGION_10,22.2,45,0.45,62.16,69.08,71.12,2023-12-23,2023-12-17,2023-12-31,0
